category,sub_category,product_name,Sum of sales
Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",62.61
Office Supplies,Art,Newell 350,62.32
Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62.28
Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,62.13
Office Supplies,Appliances,Hoover Portapower Portable Vacuum,61.83
Office Supplies,Art,Newell 318,61.72
Technology,Phones,Anker 24W Portable Micro USB Car Charger,61.55
Office Supplies,Art,Newell 311,61.44
Office Supplies,Paper,Xerox 206,60.91
Office Supplies,Paper,Xerox 1924,60.1
Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,60.03
Technology,Accessories,NETGEAR RangeMax WNR1000 Wireless Router,59.98
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",59.83
Office Supplies,Art,Newell 330,59.8
Furniture,Furnishings,"Master Caster Door Stop, Large Brown",59.7
Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",59.69
Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",59.49
Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",58.78
Office Supplies,Fasteners,Ideal Clamps,58.69
Office Supplies,Envelopes,Convenience Packs of Business Envelopes,58.65
Office Supplies,Labels,Avery 500,58.48
Office Supplies,Fasteners,Rubber Band Ball,58.34
Office Supplies,Paper,Xerox 223,58.32
Office Supplies,Binders,Binder Posts,57.41
Office Supplies,Paper,Xerox 1974,57.41
Office Supplies,Paper,Xerox 199,57.35
Office Supplies,Labels,Avery 511,56.68
Office Supplies,Labels,Avery 494,56.37
Office Supplies,Paper,Xerox 1965,56.21
Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",56.16
Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",56.1
Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",56.09
Office Supplies,Labels,Avery 493,55.97
Office Supplies,Paper,Xerox 1921,55.94
Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,55.76
Office Supplies,Fasteners,Advantus Push Pins,54.94
Office Supplies,Paper,Array Memo Cubes,54.91
Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",54.6
Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,54.58
Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",54.47
Office Supplies,Paper,Xerox 208,54.43
Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,53.76
Office Supplies,Labels,Staple-on labels,53.76
Office Supplies,Labels,Avery 492,53.57
Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",53.46
Office Supplies,Binders,GBC VeloBinder Strips,52.99
Office Supplies,Paper,EcoTones Memo Sheets,52.8
Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,51.78
Office Supplies,Art,Colorific Watercolor Pencils,51.6
Office Supplies,Binders,Avery Durable Slant Ring Binders,51.48
Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,51.48
Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",51.36
Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,51.18
Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",51.12
Office Supplies,Labels,Avery 488,51.03
Office Supplies,Envelopes,Colored Envelopes,50.93
Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",50.76
Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",50.57
Office Supplies,Labels,Avery 496,50.25
Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,50.23
Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",50.13
Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",49.98
Office Supplies,Paper,Xerox 1896,49.95
Office Supplies,Paper,Xerox 1950,49.71
Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",49.5
Office Supplies,Paper,Xerox 218,49.24
Office Supplies,Art,Blackstonian Pencils,49.13
Office Supplies,Art,American Pencil,48.93
Furniture,Furnishings,Eldon Image Series Black Desk Accessories,48.85
Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,48.05
Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,48
Office Supplies,Art,Newell 33,47.99
Office Supplies,Labels,Avery 514,47.81
Furniture,Furnishings,"Master Caster Door Stop, Gray",47.75
Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",47.54
Office Supplies,Art,Newell 32,47.23
Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",47.08
Office Supplies,Paper,Xerox 1953,47.08
Office Supplies,Art,Newell 316,46.94
Office Supplies,Paper,Xerox 1998,46.66
Office Supplies,Labels,Avery 520,46.62
Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",46.59
Office Supplies,Paper,Xerox 1972,46.47
Office Supplies,Fasteners,Advantus SlideClip Paper Clips,46.38
Office Supplies,Storage,Decoflex Hanging Personal Folder File,46.26
Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",45.92
Office Supplies,Art,Newell 344,45.59
Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",45.5
Office Supplies,Labels,Avery 491,45.43
Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",45.4
Office Supplies,Paper,Xerox 215,45.36
Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",45.15
Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",45.14
Furniture,Furnishings,Document Clip Frames,45.04
Office Supplies,Art,DIXON Oriole Pencils,44.89
Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,44.37
Office Supplies,Labels,Avery 517,44.28
Office Supplies,Supplies,Acme Kleen Earth Office Shears,44.23
Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,44.03
Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,43.75
Office Supplies,Binders,Accohide Poly Flexible Ring Binders,43.75
Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,43.7
Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,43.67
Office Supplies,Art,Nontoxic Chalk,42.94
Office Supplies,Art,Newell 349,42.64
Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,42.42
Office Supplies,Binders,3-ring staple pack,42.11
Office Supplies,Binders,Acco Hanging Data Binders,41.92
Technology,Machines,Texas Instrument TI-15 Fraction Calculator,41.91
Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,41.64
Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,41.35
Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",41.3
Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",40.9
Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",40.89
Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,40.32
Office Supplies,Paper,Xerox 207,40.18
Office Supplies,Art,Newell 327,39.78
Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",39.69
Office Supplies,Binders,Angle-D Ring Binders,39.38
Office Supplies,Art,Prang Dustless Chalk Sticks,38.97
Office Supplies,Binders,Acco Expandable Hanging Binders,38.92
Office Supplies,Art,Newell 310,38.72
Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,38.64
Office Supplies,Binders,Cardinal Hold-It CD Pocket,38.3
Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,38.27
Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",38.14
Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,38.02
Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,37.94
Office Supplies,Art,Col-Erase Pencils with Erasers,37.7
Office Supplies,Art,Dixon Ticonderoga Pencils,37.55
Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,37.52
Furniture,Furnishings,Eldon Pizzaz Desk Accessories,37.46
Office Supplies,Binders,Durable Pressboard Binders,37.24
Office Supplies,Art,Faber Castell Col-Erase Pencils,37.16
Office Supplies,Paper,Xerox 1990,36.96
Office Supplies,Binders,Avery Round Ring Poly Binders,36.92
Office Supplies,Storage,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,36.74
Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,36.71
Office Supplies,Art,Newell 326,36.6
Furniture,Furnishings,Eldon 100 Class Desk Accessories,36.39
Office Supplies,Paper,Xerox 1976,36.29
Furniture,Furnishings,Contemporary Borderless Frame,36.16
Office Supplies,Fasteners,Binder Clips by OIC,36.11
Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",35.95
Furniture,Furnishings,Regeneration Desk Collection,35.9
Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,35.78
Office Supplies,Storage,Plastic Stacking Crates & Casters,35.71
Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,35.58
Office Supplies,Labels,Avery 498,35.26
Office Supplies,Paper,Xerox 1926,34.86
Office Supplies,Art,Economy #2 Pencils,34.58
Office Supplies,Art,Newell 335,34.56
Office Supplies,Fasteners,Assorted Color Push Pins,34.4
Office Supplies,Paper,Xerox 1980,34.24
Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",33.75
Office Supplies,Fasteners,"Super Bands, 12/Pack",33.48
Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",33.11
Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),32.87
Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,32.64
Office Supplies,Paper,Xerox 1958,32.4
Office Supplies,Labels,Avery 509,32.36
Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,31.59
Office Supplies,Art,Newell 346,31.1
Office Supplies,Art,"OIC #2 Pencils, Medium Soft",30.83
Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",30.8
Office Supplies,Art,Newell 322,30.58
Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),29.97
Office Supplies,Binders,Economy Binders,29.96
Office Supplies,Binders,Round Ring Binders,29.95
Technology,Machines,Plantronics Single Ear Headset,29.93
Office Supplies,Paper,Xerox 1983,29.9
Office Supplies,Paper,Xerox 190,29.88
Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,29.81
Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",29.7
Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",29.7
Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",29.4
Office Supplies,Art,Pencil and Crayon Sharpener,29.34
Office Supplies,Paper,Rediform Voice Mail Log Books,29.2
Office Supplies,Binders,UniKeep View Case Binders,28.84
Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,28.52
Office Supplies,Art,Newell 313,28.21
Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",27.47
Technology,Accessories,Sony 8GB Class 10 Micro SDHC R40 Memory Card,27.19
Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,27.17
Office Supplies,Art,Newell 339,26.69
Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,26.56
Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",26.08
Office Supplies,Binders,Avery Binder Labels,26.07
Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",25.99
Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,25.96
Office Supplies,Art,Newell 340,25.92
Office Supplies,Paper,Xerox 1985,25.92
Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",25.82
Office Supplies,Fasteners,Bagged Rubber Bands,25.7
Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",25.22
Office Supplies,Fasteners,Colored Push Pins,24.97
Office Supplies,Fasteners,Translucent Push Pins by OIC,24.55
Office Supplies,Art,BIC Brite Liner Grip Highlighters,24.27
Office Supplies,Art,Newell 329,24.27
Office Supplies,Labels,Avery 507,24.19
Office Supplies,Labels,Avery 497,24.02
Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,23.86
Office Supplies,Art,Newell 338,23.52
Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",23.33
Office Supplies,Binders,Self-Adhesive Ring Binder Labels,22.88
Office Supplies,Art,Sanford Pocket Accent Highlighters,22.4
Office Supplies,Labels,Avery 510,21.75
Office Supplies,Art,Newell 323,21.17
Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",20.65
Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,20.28
Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92
Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,19.78
Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,19.7
Office Supplies,Fasteners,Acco Glide Clips,19.6
Office Supplies,Art,Newell 307,19.29
Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,19
Office Supplies,Paper,Unpadded Memo Slips,18.31
Office Supplies,Paper,Loose Memo Sheets,18.25
Office Supplies,Art,12 Colored Short Pencils,18.2
Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,18.09
Office Supplies,Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",17.94
Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",17.64
Office Supplies,Labels,Avery 502,17.64
Office Supplies,Binders,Insertable Tab Indexes For Data Binders,17.49
Office Supplies,Paper,Xerox 1901,16.9
Office Supplies,Labels,Avery 479,16.7
Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,16.4
Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",16.18
Technology,Accessories,Maxell CD-R Discs,15.76
Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",15.62
Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.55
Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",15.47
Office Supplies,Paper,Wirebound Voice Message Log Book,15.23
Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98
Office Supplies,Labels,Color-Coded Legal Exhibit Labels,14.73
Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,14.2
Office Supplies,Supplies,Acme Serrated Blade Letter Opener,13.99
Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,13.86
Office Supplies,Art,Design Ebony Sketching Pencil,13.62
Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.62
Office Supplies,Fasteners,Alliance Rubber Bands,13.44
Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",13.07
Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13
Office Supplies,Fasteners,OIC Thumb-Tacks,12.99
Office Supplies,Paper,Xerox 1984,12.96
Office Supplies,Paper,Xerox 1922,11.95
Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,11.69
Office Supplies,Labels,Avery 482,11.56
Office Supplies,Paper,Xerox 1969,11.56
Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,11.48
Office Supplies,Binders,Computer Printout Index Tabs,11.08
Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,10.83
Office Supplies,Art,Newell 337,10.5
Office Supplies,Supplies,Letter Slitter,10.08
Office Supplies,Art,Newell 342,9.84
Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,9.76
Technology,Phones,PNY Rapid USB Car Charger - Black,9.59
Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,9.57
Office Supplies,Labels,Avery 484,9.22
Office Supplies,Art,Newell 308,8.4
Office Supplies,Fasteners,Stockwell Gold Paper Clips,8.1
Office Supplies,Paper,Xerox 1989,7.97
Office Supplies,Art,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,7.7
Office Supplies,Envelopes,Grip Seal Envelopes,7.07
Office Supplies,Paper,Xerox 20,6.48
Office Supplies,Labels,Avery 5,5.76
Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.62
