category,sub_category,product_name,Sum of profit
Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",-12.14
Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,-12.29
Office Supplies,Binders,GBC Instant Index System for Binding Systems,-12.43
Office Supplies,Binders,Cardinal Hold-It CD Pocket,-12.46
Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",-12.69
Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,-12.8
Office Supplies,Supplies,Martin-Yale Premier Letter Opener,-12.88
Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,-13.28
Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,-13.33
Technology,Phones,Motorola L804,-13.33
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",-13.9
Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",-14.42
Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,-14.62
Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,-15.58
Office Supplies,Binders,Avery Durable Poly Binders,-15.59
Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,-16.15
Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",-16.49
Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,-17.03
Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,-17.51
Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,-18.18
Technology,Phones,Speck Products Candyshell Flip Case,-18.2
Office Supplies,Binders,GBC Wire Binding Strips,-18.41
Office Supplies,Binders,Large Capacity Hanging Post Binders,-19.46
Technology,Accessories,Logitech Keyboard K120,-19.6
Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,-19.69
Office Supplies,Binders,Accohide Poly Flexible Ring Binders,-19.83
Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",-20.29
Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,-20.47
Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,-20.49
Technology,Machines,Texas Instrument TI-15 Fraction Calculator,-20.52
Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,-20.52
Furniture,Chairs,"Global Armless Task Chair, Royal Blue",-20.73
Technology,Machines,Plantronics Single Ear Headset,-21.95
Office Supplies,Supplies,Stiletto Hand Letter Openers,-21.99
Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,-22.5
Office Supplies,Binders,Avery Durable Slant Ring Binders,-23.76
Office Supplies,Binders,GBC VeloBinder Strips,-23.81
Technology,Phones,Anker Astro 15000mAh USB Portable Charger,-23.99
Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",-24.5
Office Supplies,Storage,"Tennsco Lockers, Gray",-26.43
Furniture,Bookcases,"Hon Metal Bookcases, Black",-26.96
Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-27.17
Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,-30.22
Technology,Phones,Macally Suction Cup Mount,-31.07
Technology,Phones,Samsung Convoy 3,-31.08
Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,-31.99
Furniture,Chairs,Novimex Turbo Task Chair,-32.66
Office Supplies,Storage,Rogers Deluxe File Chest,-34.72
Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,-36.47
Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",-36.54
Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,-36.88
Technology,Phones,Mediabridge Sport Armband iPhone 5s,-38.95
Furniture,Tables,Bevis Round Conference Room Tables and Bases,-39.44
Office Supplies,Binders,Insertable Tab Post Binder Dividers,-39.69
Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,-40.49
Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",-40.57
Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,-42.11
Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,-42.18
Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",-43.45
Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",-46.4
Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",-47.19
Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,-48.59
Office Supplies,Storage,Tennsco Commercial Shelving,-48.6
Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,-48.78
Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,-48.8
Technology,Phones,Clearsounds A400,-48.83
Technology,Phones,iOttie XL Car Mount,-50.37
Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",-52.57
Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,-55.66
Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,-55.98
Office Supplies,Storage,Fellowes Econo/Stor Drawers,-56.22
Furniture,Bookcases,Bush Somerset Collection Bookcase,-56.33
Office Supplies,Supplies,Compact Automatic Electric Letter Opener,-57.28
Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",-57.37
Technology,Accessories,V7 USB Numeric Keypad,-58.78
Technology,Phones,i.Sound Portable Power - 8000 mAh,-58.83
Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",-63.59
Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",-66.83
Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",-68.11
Office Supplies,Binders,GBC Plasticlear Binding Covers,-68.43
Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",-68.8
Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,-69.57
Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,-70.83
Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,-71.4
Office Supplies,Storage,Space Solutions Commercial Steel Shelving,-74.33
Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,-78.02
Office Supplies,Storage,Sensible Storage WireTech Storage Systems,-78.06
Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",-78.2
Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,-78.36
Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,-78.51
Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,-78.64
Furniture,Bookcases,Sauder Cornerstone Collection Library,-81.17
Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",-82.15
Office Supplies,Binders,GBC Linen Binding Covers,-82.41
Technology,Phones,Nortel Meridian M5316 Digital phone,-82.87
Technology,Phones,Motorola HK250 Universal Bluetooth Headset,-91.49
Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",-97.4
Office Supplies,Binders,Acco D-Ring Binder w/DublLock,-102.84
Furniture,Bookcases,Sauder Camden County Collection Library,-103.49
Office Supplies,Storage,Safco Industrial Shelving,-104.12
Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",-104.82
Office Supplies,Storage,Tennsco Industrial Shelving,-108.6
Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",-110.14
Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,-111.32
Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",-113.26
Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,-113.78
Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",-114.67
Furniture,Tables,Hon 2111 Invitation Series Straight Table,-115.31
Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",-117.88
Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,-119.12
Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,-120.17
Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,-121.96
Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",-125.18
Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",-125.74
Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",-126.43
Office Supplies,Storage,Safco Industrial Wire Shelving,-126.7
Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,-129.93
Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,-130.98
Furniture,Chairs,Novimex Fabric Task Chair,-131.13
Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,-133.11
Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,-133.44
Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",-143.62
Furniture,Tables,Hon 61000 Series Interactive Training Tables,-148.4
Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,-149.6
Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",-158.49
Furniture,Tables,Bevis 44 x 96 Conference Tables,-164.71
Technology,Machines,Cisco 8961 IP Phone Charcoal,-164.95
Furniture,Chairs,"Global Geo Office Task Chair, Gray",-166.02
Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,-167.27
Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,-170.84
Technology,Machines,Epson Perfection V600 Photo Scanner,-172.49
Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",-172.95
Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",-173.14
Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,-177.23
Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",-177.35
Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",-179.66
Furniture,Tables,Chromcraft Round Conference Tables,-189.99
Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",-190.85
Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,-191.85
Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",-192.19
Furniture,Chairs,High-Back Leather Manager's Chair,-197.59
Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",-201.51
Furniture,Tables,Laminate Occasional Tables,-206.54
Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",-208.64
Technology,Phones,LG Exalt,-212.15
Furniture,Tables,Balt Solid Wood Rectangular Table,-216.25
Furniture,Chairs,Global Deluxe Steno Chair,-216.29
Office Supplies,Storage,Safco Industrial Wire Shelving System,-218.36
Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",-222.73
Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,-228.6
Furniture,Tables,Hon 5100 Series Wood Tables,-238.62
Office Supplies,Binders,Catalog Binders with Expanding Posts,-242.21
Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,-246.04
Furniture,Chairs,Global Low Back Tilter Chair,-246.38
Furniture,Tables,KI Adjustable-Height Table,-248.5
Technology,Machines,Okidata B401 Printer,-251.99
Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,-252
Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,-256.56
Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,-262
Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",-267.45
Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,-285.95
Technology,Machines,Okidata C610n Printer,-292.05
Furniture,Bookcases,Sauder Barrister Bookcases,-294.77
Furniture,Tables,Hon Rectangular Conference Tables,-295.81
Technology,Machines,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",-319.19
Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,-325.64
Furniture,Tables,Bretford Rectangular Conference Table Tops,-327.25
Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",-328.59
Office Supplies,Storage,Fellowes Officeware Wire Shelving,-332.36
Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,-339.71
Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",-343.1
Furniture,Tables,Balt Split Level Computer Training Table,-357.98
Technology,Phones,LG G2,-374.99
Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",-392.56
Furniture,Tables,Hon 2111 Invitation Series Corner Table,-402
Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",-404
Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,-411.33
Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,-415.93
Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",-418.55
Office Supplies,Supplies,Premier Automatic Letter Opener,-427.86
Furniture,Chairs,Novimex Swivel Fabric Task Chair,-445.39
Furniture,Tables,Bevis Boat-Shaped Conference Table,-445.6
Furniture,Tables,Chromcraft Rectangular Conference Tables,-450.24
Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",-456.71
Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,-460.67
Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,-461.32
Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White",-468
Office Supplies,Storage,SAFCO Boltless Steel Shelving,-470.47
Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",-474.74
Furniture,Tables,KI Conference Tables,-479.21
Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",-491.17
Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",-503.12
Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,-506.46
Furniture,Tables,"Bevis Round Conference Table Top, X-Base",-519.94
Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",-529.76
Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,-530.03
Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,-532.76
Furniture,Tables,Bevis Rectangular Conference Tables,-586.85
Furniture,Tables,Hon Racetrack Conference Tables,-598.52
Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",-611.59
Furniture,Bookcases,Bestar Classic Bookcase,-612.93
Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",-635.45
Furniture,Tables,Hon 94000 Series Round Tables,-681.22
Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,-755.76
Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,-767.75
Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,-785.77
Furniture,Tables,BPI Conference Tables,-795.98
Office Supplies,Storage,Tennsco Single-Tier Lockers,-825.76
Furniture,Tables,"Bevis Oval Conference Table, Walnut",-856.02
Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,-872.07
Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,-882.12
Technology,Machines,Zebra GK420t Direct Thermal/Thermal Transfer Printer,-938.28
Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,-964.2
Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,-975.12
Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,-989.04
Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,-1057.23
Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",-1147.41
Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,-1148.44
Furniture,Tables,Balt Solid Wood Round Tables,-1201.06
Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,-1299.19
Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",-1682.66
Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,-1811.08
Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,-1878.17
Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,-1934.4
Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,-2876.11
Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,-3839.99
Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,-4589.97
Technology,Machines,Cubify CubeX 3D Printer Double Head Print,-8879.97
